UserId,GuideSession,GuideDownload,ConnectionRequested,PhotoUpload
2412,8.0,1.0,2.0,7.0
1318,4.0,1.0,2.0,7.0
617,10.0,1.0,2.0,3.0
1633,13.0,2.0,2.0,7.0
2441,21.0,1.0,2.0,7.0
872,32.0,1.0,2.0,7.0
750,19.0,1.0,2.0,7.0
2337,17.0,1.0,2.0,7.0
698,12.0,1.0,2.0,7.0
515,23.0,3.0,2.0,6.0
290,19.0,1.0,2.0,1.0
1727,24.0,2.0,2.0,7.0
1518,18.0,1.0,2.0,7.0
915,20.0,2.0,2.0,7.0
2443,1.0,1.0,2.0,7.0
2423,7.0,1.0,2.0,7.0
2284,9.0,1.0,2.0,7.0
1210,8.0,3.0,2.0,7.0
1391,20.0,3.0,2.0,7.0
1409,11.0,1.0,2.0,7.0
2200,18.0,1.0,2.0,7.0
1788,29.0,1.0,2.0,7.0
1102,10.0,1.0,2.0,7.0
381,12.0,1.0,2.0,1.0
1393,5.0,3.0,2.0,7.0
1326,24.0,2.0,2.0,7.0
1978,24.0,1.0,2.0,7.0
2411,4.0,1.0,2.0,7.0
879,12.0,2.0,2.0,7.0
1010,8.0,2.0,2.0,7.0
638,10.0,1.0,2.0,2.0
1955,9.0,1.0,2.0,7.0
1560,12.0,3.0,2.0,7.0
2469,4.0,2.0,2.0,7.0
331,13.0,1.0,1.0,3.0
392,19.0,1.0,1.0,4.0
467,12.0,1.0,1.0,3.0
2437,8.0,1.0,2.0,7.0
1488,16.0,1.0,2.0,7.0
1009,6.0,1.0,2.0,7.0
1610,18.0,2.0,2.0,7.0
1219,24.0,1.0,2.0,7.0
2191,14.0,2.0,2.0,7.0
1352,23.0,1.0,2.0,7.0
1971,8.0,4.0,2.0,7.0
175,13.0,1.0,1.0,14.0
2299,11.0,1.0,2.0,7.0
2014,19.0,3.0,2.0,7.0
975,21.0,1.0,2.0,7.0
2106,24.0,1.0,2.0,7.0
80,8.0,1.0,2.0,18.0
2446,6.0,1.0,2.0,7.0
2372,6.0,1.0,2.0,7.0
2182,5.0,2.0,2.0,7.0
869,14.0,1.0,2.0,7.0
1238,23.0,2.0,2.0,7.0
2173,2.0,1.0,2.0,7.0
2375,5.0,2.0,2.0,7.0
884,6.0,2.0,2.0,7.0
1567,16.0,1.0,2.0,7.0
2348,3.0,2.0,2.0,7.0
2453,7.0,1.0,2.0,7.0
2319,9.0,1.0,2.0,7.0
642,22.0,1.0,2.0,2.0
2125,6.0,1.0,2.0,7.0
1804,15.0,1.0,2.0,7.0
2263,9.0,1.0,2.0,7.0
2062,1.0,1.0,2.0,7.0
1861,13.0,1.0,2.0,7.0
795,16.0,1.0,2.0,7.0
2167,11.0,1.0,2.0,7.0
717,19.0,1.0,2.0,7.0
1523,6.0,2.0,2.0,7.0
2431,4.0,2.0,2.0,7.0
1962,21.0,2.0,2.0,7.0
2432,1.0,1.0,2.0,7.0
591,4.0,1.0,2.0,9.0
1286,13.0,1.0,2.0,7.0
2362,5.0,1.0,2.0,7.0
1549,18.0,1.0,2.0,7.0
2369,10.0,2.0,2.0,7.0
1519,17.0,1.0,2.0,7.0
1051,10.0,1.0,2.0,7.0
1938,16.0,1.0,2.0,7.0
1848,18.0,1.0,2.0,7.0
1603,12.0,4.0,2.0,7.0
1243,18.0,1.0,2.0,7.0
2130,6.0,1.0,2.0,7.0
531,10.0,1.0,2.0,1.0
760,13.0,2.0,2.0,7.0
1325,7.0,3.0,2.0,7.0
2367,1.0,1.0,2.0,7.0
1710,8.0,1.0,2.0,7.0
1757,3.0,2.0,2.0,7.0
2270,5.0,1.0,2.0,7.0
2052,9.0,3.0,2.0,7.0
2482,26.0,2.0,2.0,7.0
1675,13.0,1.0,2.0,7.0
804,13.0,2.0,2.0,7.0
2421,3.0,1.0,2.0,7.0
2177,38.0,2.0,2.0,7.0
775,14.0,1.0,2.0,7.0
2381,4.0,1.0,2.0,7.0
1071,12.0,1.0,2.0,7.0
719,13.0,1.0,2.0,7.0
2460,18.0,1.0,2.0,7.0
624,5.0,1.0,2.0,3.0
1342,17.0,1.0,2.0,7.0
2083,2.0,1.0,2.0,7.0
1270,20.0,1.0,2.0,7.0
970,14.0,1.0,2.0,7.0
1375,12.0,2.0,2.0,7.0
2214,13.0,2.0,2.0,7.0
1858,3.0,1.0,2.0,7.0
1909,16.0,1.0,2.0,7.0
2118,9.0,2.0,2.0,7.0
1653,20.0,1.0,2.0,7.0
1024,6.0,1.0,2.0,7.0
1295,17.0,1.0,2.0,7.0
533,21.0,1.0,2.0,3.0
2234,4.0,2.0,2.0,7.0
320,14.0,1.0,3.0,4.0
2017,3.0,1.0,2.0,7.0
1168,10.0,3.0,2.0,7.0
805,9.0,1.0,2.0,7.0
1254,12.0,1.0,2.0,7.0
995,22.0,1.0,2.0,7.0
2103,8.0,1.0,2.0,7.0
1616,12.0,1.0,2.0,7.0
1771,7.0,1.0,2.0,7.0
1236,23.0,1.0,2.0,7.0
2110,9.0,2.0,2.0,7.0
1829,6.0,1.0,2.0,7.0
2159,2.0,1.0,2.0,7.0
2359,8.0,1.0,2.0,7.0
438,23.0,2.0,1.0,2.0
1661,20.0,1.0,2.0,7.0
603,5.0,1.0,2.0,1.0
1522,19.0,1.0,2.0,7.0
2212,4.0,1.0,2.0,7.0
838,16.0,2.0,2.0,7.0
1820,7.0,1.0,2.0,7.0
1758,12.0,2.0,2.0,7.0
2323,2.0,1.0,2.0,7.0
1444,20.0,1.0,2.0,7.0
1664,23.0,1.0,2.0,7.0
1868,11.0,1.0,2.0,7.0
556,11.0,2.0,2.0,1.0
1893,13.0,1.0,2.0,7.0
2016,1.0,1.0,2.0,7.0
2408,1.0,1.0,2.0,7.0
1589,15.0,1.0,2.0,7.0
1683,14.0,1.0,2.0,7.0
1917,13.0,1.0,2.0,7.0
2325,13.0,1.0,2.0,7.0
2478,1.0,1.0,2.0,7.0
2126,9.0,1.0,2.0,7.0
1155,9.0,2.0,2.0,7.0
2454,1.0,1.0,2.0,7.0
1347,9.0,1.0,2.0,7.0
1137,16.0,1.0,2.0,7.0
228,7.0,1.0,1.0,4.0
2279,1.0,2.0,2.0,7.0
791,8.0,1.0,2.0,7.0
2204,5.0,1.0,2.0,7.0
1216,10.0,2.0,2.0,7.0
1651,15.0,3.0,2.0,7.0
1175,12.0,1.0,2.0,7.0
990,12.0,1.0,2.0,7.0
944,15.0,1.0,2.0,7.0
2336,8.0,1.0,2.0,7.0
2401,5.0,1.0,2.0,7.0
2479,15.0,1.0,2.0,7.0
2232,6.0,1.0,2.0,7.0
654,8.0,1.0,2.0,2.0
1400,9.0,1.0,2.0,7.0
1458,15.0,1.0,2.0,7.0
1721,15.0,1.0,2.0,7.0
2115,1.0,1.0,2.0,7.0
1553,12.0,1.0,2.0,7.0
2303,4.0,1.0,2.0,7.0
1028,19.0,1.0,2.0,7.0
2483,3.0,1.0,2.0,7.0
2377,9.0,2.0,2.0,7.0
1535,14.0,1.0,2.0,7.0
670,17.0,1.0,2.0,1.0
1665,7.0,2.0,2.0,7.0
1853,6.0,3.0,2.0,7.0
898,13.0,1.0,2.0,7.0
2341,2.0,1.0,2.0,7.0
1815,6.0,1.0,2.0,7.0
2272,12.0,2.0,2.0,7.0
685,13.0,1.0,2.0,7.0
2448,3.0,1.0,2.0,7.0
2150,2.0,1.0,2.0,7.0
2413,2.0,2.0,2.0,7.0
1000,3.0,1.0,2.0,7.0
2403,8.0,1.0,2.0,7.0
705,15.0,2.0,2.0,7.0
1309,10.0,2.0,2.0,7.0
2475,11.0,1.0,2.0,7.0
1940,26.0,1.0,2.0,7.0
2307,7.0,2.0,2.0,7.0
2176,10.0,2.0,2.0,7.0
2067,2.0,1.0,2.0,7.0
2322,5.0,2.0,2.0,7.0
1328,9.0,1.0,2.0,7.0
1090,17.0,1.0,2.0,7.0
1525,14.0,1.0,2.0,7.0
2450,4.0,1.0,2.0,7.0
2208,7.0,2.0,2.0,7.0
2358,4.0,3.0,2.0,7.0
2283,18.0,1.0,2.0,7.0
2090,8.0,1.0,2.0,7.0
2036,3.0,1.0,2.0,7.0
1486,1.0,1.0,2.0,7.0
2462,6.0,2.0,2.0,7.0
2254,1.0,2.0,2.0,7.0
2396,6.0,1.0,2.0,7.0
1049,5.0,3.0,2.0,7.0
2487,4.0,1.0,2.0,7.0
2376,7.0,1.0,2.0,7.0
776,2.0,1.0,2.0,7.0
2147,3.0,1.0,2.0,7.0
2246,1.0,1.0,2.0,7.0
2065,2.0,2.0,2.0,7.0
1156,3.0,1.0,2.0,7.0
2181,3.0,1.0,2.0,7.0
873,1.0,1.0,2.0,7.0
2038,2.0,1.0,2.0,7.0
632,6.0,1.0,2.0,1.0
2236,2.0,1.0,2.0,7.0
2063,2.0,1.0,2.0,7.0
2024,1.0,1.0,2.0,7.0
2239,2.0,2.0,2.0,7.0
2418,1.0,1.0,2.0,7.0
2389,1.0,2.0,2.0,7.0
2180,4.0,1.0,2.0,7.0
2290,2.0,1.0,2.0,7.0
2343,1.0,1.0,2.0,7.0
2494,3.0,1.0,2.0,7.0
792,1.0,1.0,2.0,7.0
2213,2.0,1.0,2.0,7.0
2139,1.0,1.0,2.0,7.0
2275,1.0,1.0,2.0,7.0
388,20.0,2.0,2.0,1.0
1866,20.0,1.0,2.0,7.0
1422,20.0,1.0,2.0,7.0
907,20.0,1.0,2.0,7.0
1267,20.0,2.0,2.0,7.0
1894,20.0,3.0,2.0,7.0
1563,20.0,1.0,2.0,7.0
1455,20.0,3.0,2.0,7.0
1357,20.0,1.0,2.0,7.0
1040,20.0,1.0,2.0,7.0
1789,20.0,1.0,2.0,7.0
